text,rating,date,useful_votes,producto,text_clean,text_length,year_month
No veo nada de diferencia. Excepto un poco de mejor calidad en la cámara con versiones anteriores. Lento o se tilda. Lastima que no llegué a más plata. Sino quizás no lo hubiera elegido.,3,2023-11-30,0,Motorola G32,no veo nada de diferencia excepto un poco de mejor calidad en la camara con versiones anteriores lento o se tilda lastima que no llegue a mas plata sino quizas no lo hubiera elegido,34,2023-11
El táctil anda mal. El micrófono en llamadas también. En ocasiones se píxelea. Hace tres días lo tengo lo intente cambiar y no me contestaron desde la empresa. Si pueden compren algo mejor.,3,2023-11-29,0,Motorola G32,el tactil anda mal el microfono en llamadas tambien en ocasiones se pixelea hace tres dias lo tengo lo intente cambiar y no me contestaron desde la empresa si pueden compren algo mejor,33,2023-11
"La cámara no es muy buena, no se compara con celulares más viejos que tenía. Si bien esta tiene 50mp en teoría, la resolución de las fotografías deja mucho que desear.",3,2023-11-22,0,Motorola G32,la camara no es muy buena no se compara con celulares mas viejos que tenia si bien esta tiene 50mp en teoria la resolucion de las fotografias deja mucho que desear,31,2023-11
"Nunca tuve un motorola siempre samsung, pero estoy conforme, me gustó 👍.",3,2023-11-21,0,Motorola G32,nunca tuve un motorola siempre samsung pero estoy conforme me gusto ,11,2023-11
Cuando encendí el celular marcaba 55% de la batería lo cargue y cargo rápido lo único que sin usar el celar en un par de horas bajo a 91% después es rápido buena resolución.,3,2023-11-20,0,Motorola G32,cuando encendi el celular marcaba 55 de la bateria lo cargue y cargo rapido lo unico que sin usar el celar en un par de horas bajo a 91 despues es rapido buena resolucion,34,2023-11
Dejo de funcionar la cámara trasera después de 6 meses. Una joyita bro !.,3,2023-11-14,0,Motorola G32,dejo de funcionar la camara trasera despues de 6 meses una joyita bro ,13,2023-11
No funciona del todo bien. Ahora no me carga para ver las fotos. 🤦🤦🤦.,3,2023-11-14,0,Motorola G32,no funciona del todo bien ahora no me carga para ver las fotos ,13,2023-11
Lo cambie por mí anterior motorola one fusion y la verdad no resultó para nada superior.,3,2023-11-13,0,Motorola G32,lo cambie por mi anterior motorola one fusion y la verdad no resulto para nada superior,16,2023-11
Todavía no lo activé.,3,2023-11-08,0,Motorola G32,todavia no lo active,4,2023-11
La cámara no está buena. Tiene poca nitidez. Poca definición. El celu es un poco lento.,3,2023-11-03,0,Motorola G32,la camara no esta buena tiene poca nitidez poca definicion el celu es un poco lento,16,2023-11
"Todo muy bien, pero me bieno un defecto de fabrica en el táctil.",3,2023-11-02,0,Motorola G32,todo muy bien pero me bieno un defecto de fabrica en el tactil,13,2023-11
Todo tal cual lo previsto.,3,2023-10-11,0,Motorola G32,todo tal cual lo previsto,5,2023-10
No lo recomiendo ya que se tilda bastante y además cuando querés enviar varios vídeos no se reproducen antes de mandarlos como para poder acortarlos.,3,2023-10-03,0,Motorola G32,no lo recomiendo ya que se tilda bastante y ademas cuando queres enviar varios videos no se reproducen antes de mandarlos como para poder acortarlos,25,2023-10
Se tilda la pantalla.,3,2023-09-30,0,Motorola G32,se tilda la pantalla,4,2023-09
Es medianamente regular no es gran cosa.,3,2023-09-29,0,Motorola G32,es medianamente regular no es gran cosa,7,2023-09
El producto es bueno la batería se carga rápido así como se gasta también.,3,2023-09-18,0,Motorola G32,el producto es bueno la bateria se carga rapido asi como se gasta tambien,14,2023-09
"Mas o menos. Vi varios reviews y nada que ver. La camara es re mala, mala calidad de grabacion de sonido en video, y a veces se tilda cuando abro una notificacion desde la pantalla de bloqueo.",3,2023-09-10,0,Motorola G32,mas o menos vi varios reviews y nada que ver la camara es re mala mala calidad de grabacion de sonido en video y a veces se tilda cuando abro una notificacion desde la pantalla de bloqueo,37,2023-09
"Es un celular que cumple digamos, no lo destacaría ni le sacaría mérito por nada. Estándar sería la palabra.",3,2023-09-06,0,Motorola G32,es un celular que cumple digamos no lo destacaria ni le sacaria merito por nada estandar seria la palabra,19,2023-09
"Me gusta el sistema de motorola y la cámara por eso siempre los elijo pero tengo un g9 plus que es 10 veces mejor en performance que este g32. Al moverse entre apps y demás es lento. La. Camara es buena pero no supera al g9 plus. La imagen es buena, los sonidos también. No creo que la relación precio calidad sea la más certera. Debería ser más barato. Buen celular pero no convenció al 100%.",3,2023-08-31,0,Motorola G32,me gusta el sistema de motorola y la camara por eso siempre los elijo pero tengo un g9 plus que es 10 veces mejor en performance que este g32 al moverse entre apps y demas es lento la camara es buena pero no supera al g9 plus la imagen es buena los sonidos tambien no creo que la relacion precio calidad sea la mas certera deberia ser mas barato buen celular pero no convencio al 100,76,2023-08
Básico por la gama de modelo que es me originó un conflicto con google con otra cuenta que tenia como respaldo y no puedo cargar el correo que uso habitualmente.,3,2023-08-30,0,Motorola G32,basico por la gama de modelo que es me origino un conflicto con google con otra cuenta que tenia como respaldo y no puedo cargar el correo que uso habitualmente,30,2023-08
"Buen producto, ahora en mi opinión no fluye ni tiene la agilidad que muchos indican. Para mi es un buen celular, no más que eso.",3,2023-08-28,0,Motorola G32,buen producto ahora en mi opinion no fluye ni tiene la agilidad que muchos indican para mi es un buen celular no mas que eso,25,2023-08
A veces se apaga solo.,3,2023-08-14,0,Motorola G32,a veces se apaga solo,5,2023-08
El costo es elevado de acuerdo a la calidad.,3,2023-08-12,0,Motorola G32,el costo es elevado de acuerdo a la calidad,9,2023-08
"Despues de dos meses de uso se tilda y,cuando lo pongo a cargar se re calienta.",3,2023-08-09,0,Motorola G32,despues de dos meses de uso se tilda ycuando lo pongo a cargar se re calienta,16,2023-08
"Hasta ahora todo bien, es muy nuevo.",3,2023-08-09,0,Motorola G32,hasta ahora todo bien es muy nuevo,7,2023-08
Bueno calidad y precio.,3,2023-08-06,0,Motorola G32,bueno calidad y precio,4,2023-08
Hola es hermoso pero se le gasta muy rápido la batería.,3,2023-07-28,0,Motorola G32,hola es hermoso pero se le gasta muy rapido la bateria,11,2023-07
Mucho dislay cuando transmito a otra pantalla.,3,2023-07-22,0,Motorola G32,mucho dislay cuando transmito a otra pantalla,7,2023-07
"El producto vino bien, la batería hay que usarla en modo ahora de energía para que dure todo el dia. No me detecta los 3 dedos que se usa para realizar captura de pantalla. La cámara es medio pelo no enfoca bien los paisajes los colores. La rapidez en uso en aceptable, es un cel de media gama así que en precio y calidad es aceptable.",3,2023-07-12,0,Motorola G32,el producto vino bien la bateria hay que usarla en modo ahora de energia para que dure todo el dia no me detecta los 3 dedos que se usa para realizar captura de pantalla la camara es medio pelo no enfoca bien los paisajes los colores la rapidez en uso en aceptable es un cel de media gama asi que en precio y calidad es aceptable,66,2023-07
Esta bastante bueno para el precio.,3,2023-05-25,0,Motorola G32,esta bastante bueno para el precio,6,2023-05
"No tiene nfc, si usas face tenés q bajarte la app facebook lite xq sino se te tildan los vídeos.",3,2023-10-24,1,Motorola G32,no tiene nfc si usas face tenes q bajarte la app facebook lite xq sino se te tildan los videos,20,2023-10
"Safa, no es el graaaan celular y por el precio se puede conseguir algo mejor pero es cuestión de buscar. Hay más posibilidades en el mercado.",3,2023-10-03,0,Motorola G32,safa no es el graaaan celular y por el precio se puede conseguir algo mejor pero es cuestion de buscar hay mas posibilidades en el mercado,26,2023-10
"No puedo opinar, no lo usé todavía, sólo dí 3 estrellas por la estética del celular q' es muy linda.",3,2023-07-19,0,Motorola G32,no puedo opinar no lo use todavia solo di 3 estrellas por la estetica del celular q es muy linda,20,2023-07
"Me pareció bueno el producto, pero tengo el problema que no me deja utilizar instagram y es una app que más utilizo, me gustaría que arreglen ese problema, o me den alguna solución.",3,2023-06-30,0,Motorola G32,me parecio bueno el producto pero tengo el problema que no me deja utilizar instagram y es una app que mas utilizo me gustaria que arreglen ese problema o me den alguna solucion,33,2023-06
Mucho diferencia a otros motorola no tiene la cámara bien la batería le dura muy poco. Es lento.,3,2023-06-20,0,Motorola G32,mucho diferencia a otros motorola no tiene la camara bien la bateria le dura muy poco es lento,18,2023-06
"Hace dos días empecé a usarlo. Anda rápido, buen teléfono. Lo malo por ahora es la batería. Por ser nuevo se descarga muy rápido. A la noche lo pongo en modo avión ya que de estar en 100% amanece en 80% sin hacer nada. Lamentablemente si sigue así me tendré q poner en contacto para devolución.",3,2023-06-19,0,Motorola G32,hace dos dias empece a usarlo anda rapido buen telefono lo malo por ahora es la bateria por ser nuevo se descarga muy rapido a la noche lo pongo en modo avion ya que de estar en 100 amanece en 80 sin hacer nada lamentablemente si sigue asi me tendre q poner en contacto para devolucion,56,2023-06
El celular es nuevo si usas varias aplicaciones levanta temperatura.,2,2024-03-09,2,Motorola G32,el celular es nuevo si usas varias aplicaciones levanta temperatura,10,2024-03
El teclado es lento y tosco.,2,2023-08-21,1,Motorola G32,el teclado es lento y tosco,6,2023-08
"Es el segundo día que lo tengo y se tilda al usarlo , no responde bien al tacto, no tiene vidrio templado puesto.",2,2023-08-09,1,Motorola G32,es el segundo dia que lo tengo y se tilda al usarlo  no responde bien al tacto no tiene vidrio templado puesto,22,2023-08
"Pase del g30 a este y no mejoro nada se siente hasta inferior al g30 en todos los aspectos calidad de materiales de construccion, velocidad y camara.",2,2023-08-09,1,Motorola G32,pase del g30 a este y no mejoro nada se siente hasta inferior al g30 en todos los aspectos calidad de materiales de construccion velocidad y camara,27,2023-08
A los dos días empezó a fallar. La batería se consume rapidísimo. Se reinicia solo varias veces y no permite apagar lo en ese proceso. Lo apague para cargarlo y se encendio solo.,2,2025-04-29,0,Motorola G32,a los dos dias empezo a fallar la bateria se consume rapidisimo se reinicia solo varias veces y no permite apagar lo en ese proceso lo apague para cargarlo y se encendio solo,33,2025-04
"Cómo todos los motorolas, bajaron mucho su calidad. Lo compré para salir del apuro. Diría que es un celu descartable.",2,2025-01-08,0,Motorola G32,como todos los motorolas bajaron mucho su calidad lo compre para salir del apuro diria que es un celu descartable,20,2025-01
"El celular lamentablemente me salio malo, cuando termino la garantia dejo de andar la camara, la huella y se qda sin señal.",2,2024-08-29,0,Motorola G32,el celular lamentablemente me salio malo cuando termino la garantia dejo de andar la camara la huella y se qda sin senal,22,2024-08
"Tuve problemas de que elntactil no lle las huellad dactilares, las tomas de fotos mo la realiza y se tilda muy seguido, realice la compra hace 80 dias y no se pyede dar uso al celu.",2,2024-06-08,0,Motorola G32,tuve problemas de que elntactil no lle las huellad dactilares las tomas de fotos mo la realiza y se tilda muy seguido realice la compra hace 80 dias y no se pyede dar uso al celu,36,2024-06
"Lo compré para reemplazar un moto one (así a secas, el primero de esa serie). Y la verdad que no noto la gran diferencia. El rendimiento no es mayor, la visualización de la cámara es lenta, a las filmaciones le faltan cuadros, y la batería le dura menos que a mi viejo teléfono de 5 o 6 años de uso.",2,2024-04-25,0,Motorola G32,lo compre para reemplazar un moto one asi a secas el primero de esa serie y la verdad que no noto la gran diferencia el rendimiento no es mayor la visualizacion de la camara es lenta a las filmaciones le faltan cuadros y la bateria le dura menos que a mi viejo telefono de 5 o 6 anos de uso,60,2024-04
Malo y caro lo dejo enchufado para cargar 8 horas y solo carga hasta el 50% de la batería y el bluetooth se cruza un mosquito y se corta. Ni hablar si te pones el celular en el bolsillo con bluetooth es imposible escuchar con el auricular tenía un celular lg son más baratos y funcionaba mejor q este motorola g32 de 6ram.,2,2024-01-22,0,Motorola G32,malo y caro lo dejo enchufado para cargar 8 horas y solo carga hasta el 50 de la bateria y el bluetooth se cruza un mosquito y se corta ni hablar si te pones el celular en el bolsillo con bluetooth es imposible escuchar con el auricular tenia un celular lg son mas baratos y funcionaba mejor q este motorola g32 de 6ram,63,2024-01
El parlante no es bueno. Se escucha latoso.,2,2023-12-18,0,Motorola G32,el parlante no es bueno se escucha latoso,8,2023-12
Creí que por ser motorola podía andar. Pero no. Muy lento.,2,2023-12-14,0,Motorola G32,crei que por ser motorola podia andar pero no muy lento,11,2023-12
Nose si es solo el mío la camara es lenta x ende salen borrosas las. Fotos es lo peor y las garantías un trámite no me anda el sceen shart fíjense es y bateria maso.,2,2023-12-14,0,Motorola G32,nose si es solo el mio la camara es lenta x ende salen borrosas las fotos es lo peor y las garantias un tramite no me anda el sceen shart fijense es y bateria maso,35,2023-12
No tenía 5g pese haberlo publicitado.,2,2023-11-24,0,Motorola G32,no tenia 5g pese haberlo publicitado,6,2023-11
"Pedí en color azul, y me dieron uno plateado, ya fue, me lo quedó porque ya le instale todo y lo necesito para trabajar.",2,2023-11-13,0,Motorola G32,pedi en color azul y me dieron uno plateado ya fue me lo quedo porque ya le instale todo y lo necesito para trabajar,24,2023-11
