text_clean
muy buena calidad llevo una semana usandolo muy buena camara y sonido buena resolucion de pantalla y tactil lo mejor
bueno ya es la segunda vez que utilizo el seguro de mercado pago y 10 puntos si compras el telefono te lo recomiendo mil veces esta vez me robaron y a los 3 dias me devolvieron el valor total y me lo volvi a comprar el celular bien me parece que la bateria no le dura tanto y la camara frontal es muy buena la camara trasera normal como todas no es un telefono grande sino al contrario y tuve un par de problemas porque se me trababa un poco al usarlo pero despues muy lindo por algo me lo volvi a comprar
es mas amarillo pero con mi celular sale mas claro jajaj lo recomiendo
estoy muy conforme
trabajo en herreria necesitaba un celu para guerrear el dia a dia buena camara para las redes y hacer publicidad hace 1 mes lo tengo y la verdad barbaro no trae cargador asi que tuve que gastar en uno 35 000 y lo carga rapidisimo dura todo el dia la bat
muy lindo buena calidad
excelente me encantoo cumple con todo
muy lindo tiene una muy buena imagen sonido y es rapido
me encanto lo unico que se me hizo raro es el cable que vino tiene el tipo c de ambos lado y sin enchufe le tuve comprar el enchufe original y me salio 30mil pero el celular todo de diez la bateria la camara y todas sus funciones
excelente celular por el precio  buena bateria saca fotos buenas  y los mas que me encanta es que tiene nfc 
es bueno es lo que esperaba
super completo  una belleza  las fotos son increibles
muy bueno es recomendable muy cumple toda la funciones q yo necesitaba
excelente  tal como lo imaginaba
nunca me gusto el samsung solia ver q tenian mucha falla se traba todo y n tiene q ver el ram q tenga y x eso nunca me gustaron tuve un redmi note 8 y era una bala pero este la verdad esta muy bueno tengo mas de 18mil fotos y videos y anda a la perfeccion no se traba lo unico q n tiene para grabar pantalla y n viene con el cargador ni auricular pero el resto todo muy bien me encanta
estoy muy satisfecho con el celu es lo que buscaba preciocalidad y funcionalidad muy feliz
exelente
muy sastifecho anda perfectobuena calidad gracias recomendable
celular muy compacto gran duracion de bateria buenas fotos relacion precio calidad muy conforme
simplemente hermoso
buena relacion precio calidadya tiene su funda y protector de pantalla esperemos durebuen producto
mi telefono es samsung y voy a regalar el a15 e s lo mejor en tecnologia
el segundo que encargo hermoso
excelente equipo aunque solo trae cable para cargar hay que comprar el cabezal aparte aproximadamente 20 mil
la cumpleanos quedo feliz excelente producto saca muy bonitas fotos hearts
buenisimo samsung nunca falla
excelente supero mis espectativas hermoso celular vuela
es la marca lider en celulares por ello para el precio que tiene me ha parecido un telefono realmente excelente
muy bueno la verdad que si buscan un telefono calidad precio y no son muy exigentes les va a ir de maravilla muy satisfecho
muy bueno excelente
hermoso relacion precio calidad vale la pena
exelente producto
se configuro muy rapido y esta re lindo y sobre todo a un buen precio
ni idea no probe el celular porque es un regalo de navidad para mi hermanita yo uso iphone jajjajaj igual esta re mortal el color lo ame  es re grande y super lindo la verdad que veo estos celulares con tremendos colores y me dan ganas de volver a samsung
recien lo tengo hace una semana lo estoy descubriendo pero por ahora todo conforme
es muy bueno
excelente precio y calidad muy buen producto
perfecto estado
exelente opcion en gama media  sobre todo la duracion de la bateria  la carga rapida y la pantalla 
10 puntos
hermoso
muy bueno me encanto
muy bueno el celuuu
muy buen celular 
genial
flama
producto altamente recomendable 
fue para un obsequio dijeron que les gusto
excelente ya va una semana corre juegos pesado por el precio excelente producto y calida en camara y muy comodo
excelenterapido y seguro
me gusta el modelo de celular que saco samsung
es lindo  no se lo duradero que es  porque hace muy poquito que lo compre
de diez
buenisimo producto como es de esperarse de samsung y el mejor precio para un excelente producto recomiendo
por ahora todo bien muy rata samsung vendiendo ahora celulares sin cargador pero el resto todo en orden esta bueno el equipo
es un buen celular con el que se puede grabar videos y que el sonido no sea chilloso a mi me encanto
100 recomendble hermoso producto muy buena imagen duracion de bateria buen sonido muchas gracias 
se lo compramos a mama para regalar quedo super contenta precio calidad 
muy conforme
muy buena calidad
buen celular mas avanzado que el que tenia mas preciso y agil
no es lo que esperaba pero esta bueno
por ahora muy bueno
me gusto mucho siempre uso motorola
cubrio todas mis expectativas
muy lindo  y anda muy bien
muy buen telefono la camara flama
esta bueno me gusta
siempre compro esa marcaes muy buena calidad por supuesto que deben ponerle funda y vidrio protector
excelente y al mejor precio
cuatro estrellas por que vino sin cargador
excelente 
cumple con precio y calidad
muy buen producto facil de usar
excelente cumple con las expectativas esperadas
por ahora bien hace unos dias que lo tengo
muy bueno en unos anos te digo como va
por el precio es alto celu
exelente celular habre mas de 12 ventanas
muy bueno se lo regalamos a mi mama por sus 60 anos super contenta lo elegi porque mi novia tiene el mismo y es un muy buen telefono saca unas fotos geniales y tiene mucha memoria
tiene buena memoria ram y de almacenamiento la bateria me dura bien todo el dia y yo lo uso mucho  contenta con la compra
por el momento anda de maravilla es un celular de gama media con buenas prestaciones para su precio se lo compre a mi mujer no puedo juzgar mucho la camara todavia pero parece ser bastante buena la pantalla tiene una densidad de pixels por pulgada bastante decente para los precios actuales es una buena opcion esta en marcha desde hace 3 dias con whatsapp telegram facebook gmail y hotmail en app generica de mail del dispositivo por el momento corre todo fluido y normal si cambia algo edito en el futuro
todavia no puedo opinar con propiedad recien lo estoy probando hasta ahora muy satisfecho
muy bueno lastima que no traigan mas los cargadores
excelente   
relacionmpreciocalidad excelente por supuesto q de acuerdo a sus caracteristicas es un poco lento ante ciertos procesos pero no es excusa para dar 5 estrellas
muy bien hermoso buenisimo
buen producto muy buena camara tiene
muy bueno todo
recomendable
espectacular
la bateria dura mucho excelente pantalla amoled en ese rango de precio es de lejos la mejor pantalla el nfc es un bueno adicional tambien el lector de huellas funciona muy bien no tiene gorila glass y los 4gb de ram se notan si abris youtube y unos 2 apps mas el telefono empieza a sufrir por el precio es muchissimo recomendable
todo ok
es un celular estandar calidad precio esta muy bien se lo compre a mi mama  recien comenzo a usarlo veremos con el tiempo que tal le va lindo celu
no le doy 5 estrellas porque me parece que por lo que cuesta el equipo al menos podrian poner un cargador
lo tengo hace un mes empiezo por lo malo y es que vino envuelto en poco papel burbuja y luego envuelto asi nomas con una bolsa de consorcio puntos a favor lo consegui en oferta a 268 000 en 6 cuotas sin interes la camara es excelente como se puede apreciar en las fotos y el lente de 50mp es una locura muy detallado las fotos del gato negro y las masitas estan sacadas con la de 50mp las demas con la de 12 y salen excelentes de igual manera el gran angular es muy bueno aunque obviamente baja la calidad de la foto pero sigue quedando bien  el modo noche tambien foto del concierto tema bateria no me puedo quejar dura muchisimo en mi caso con bastante uso aguanta 1 dia y medio y carga completamente en menos de 1h y media jamas se me trabo dejando abiertas en simultaneo mas de 20 aplicaciones lo unico que no me gusta es que no cuenta con parlante stereo pero tiene un volumen muy alto lo cual suma en unos meses actualizare
no trae cargador osea que aunque parezca menor hay que hacer un gasto mas
al lado de mi iphone6 este es gardel
esta muy lindo tiene buena camara lo unico malo que no trae cargador y es algo que deberia tener porque es parte del equipo
recien lo estoy usando no puedo calificar que tan bueno es lastima que no trae cargador
para el precio esta muy bueno la pantalla de 90hz suma mucho hay que tener en cuenta que hay que comprar un cargador aparte porque no lo incluye pero es normal en la compra de celulares modernos tiene nfc que en mi caso lo uso para acreditar cargas en la sube para uso diario anda fluido y la memoria alcanza y sobra la camara esta bastante buena por el precio la bateria quizas podria ser un poco mas duradera pero no es problema la huella digital funciona rapido y eficaz lo recomiendo para uso diario normal de redes sociales y trabajo
se ve muy bueno el sistema copia todo de tu celular anterior con facilidad noble doy mas punta je porque no trae cargador me parece de cuarta comprar un celular que funciona a bateria y que no traiga su cargador patetico una pena xq de o contrario seria excelente
le falta el cargador osea tiene el cable nomas lo unico que reprocho
muy buen celular lastima que ya no incluye cargador cuando el resto de las marcas te traen cargadores de carga rapida
muy lindo excelente precio calidad lindo para mi gusto
esta bueno del celu lo malo que viene sin cargador
muy buen telefono lo unico que no trae cargador tendrian que agregarlo
hola lo unico disconforme fue rl cable de carga sin enchufe y una entrada para adaptar a el enchufe de otros que es mas chica no compatiblepor lo demas biengracias
cumplio con las expectativas me complico un poquito conseguir el cargador para el cable que trae pero ya esta
lo tengo hace una semana y hasta ahora de 10 todosolo q deberia haber traido cargador y la camara pense q iba a ser mucho mejor pero igual zafa todo lo demas muy lindo
no trae enchufe
a veces se tilda si pueden compren algo mas con mas ram
tiene menos de una semana esperaba que sea mas grande y ojo que la bateria no dura mucho dura lo mismo que un promedio esperaba que sea mas rendidor tiene buena camara viene con el cable usb pero sin adaptador hay que comprarle aparte
no incluye cargador
vengo de una a12 y mejoro camara y duracion de bateria hasta hoy muy conforme
por 300 lucas y por el uso normal nada exagerado que le doy terrible compra hice con que me dure andando normal unos 3 o 4 anos seria perfecto lo unico que me parecio muy malo es que no traiga cargador solo el cable ni auriculares por el resto muy conforme
la verdad es que es muy buen celular me encanta y la camara es una maravilla pero lo malo es que no trae el cargador completo y auriculares pero lo demas 1010
el tel me encanto es una pena que no traiga cargador
el tel muy lindo solo que el cable para cargar nunca anduvo
deberian analizar lo de no mandar un cargador ya que hay que comprar uno nuevo en otro lado o al menos darte a elegir si queres que venga con el cargador original
muy bueno rapido no le puse 4 estrellas porque viene sin cargador
es um celular que saca buenas fotos motivo por lo que lo compre y por la capacidad de guardar datos no trae cargador y se descarga rapido
muy buena camara y gran duracion de la bateria lastima no trae cargador que es parte del equipo y aunque parece un dato menor es un gasto mas por eso no le doy cinco puntos
fue un regalo para mi esposo y esta super contento
me parece bien en relacion preciocalidad ideal para el uso diario muy lindo
dentro de todo es normal te saca del paso es comprable
muy buena bateria memoria y calidad de imagen
cumple lo que promete muy buen telefono en relacion al precio
la compra la realice en enero 2025 y hasta la fecha muy bien todo con respecto a la camara si le sabes dar el enfoque y la buena determinacion salen buenisimas soy de usar mucho la camara y hasta ahora todo ok
se tilda mucho y lo tengo desde hace dos semanas la calidad de la camara trasera no es buena
excelente calidad
se parece muy bueno calidad precio muy bueno
precio calidad anda muy bien
gusto
me encanto el celular en si pero tengo un inconveniente con el cargador si la bateria llega a 25 con el cable que viene y un enchufe convencional no carga al contrario se descarga lo unico que me funciona en ese caso es el cargador original del celu de mi marido que tambien es samsung por lo demas excelente celular
esta bueno a veces es lento para entrar a las apps
cumple mis expectativas
esta bueno y cumple aveces se traba un poco pero en general va bien y es buen producto
buena opcion para un telefono
buenas noches hasta ahora muy bueno
recien lo estoy probando hasta ahora me parece muy bueno
hace menos de un ano que lo tengo y se traba
buen telefono safa lo compre porque viene con nfc y para el que viaja y usa sube te simplifica la vida
cumple con las expectativas muy buen producto
cumple lo basico pero samsung es bien complicado su manejo motorola es mucho mas predictivo yo sere torpe pero es mi opinion que para mi motorola es mucho mas practico
para el uso que le doy sirve buena relacion perciocalidad
hasta ahora funciona bien
bastante bien
lindo celular
buen producto y buena relacion precio calidad
muy bueno solo que el cargador a la semana no me anduvo mas
buena relacion precio  calidad
muy bueno pero lo malo es que no trae cargador ni audifonos
ok
muy buena relacion calidadprecio encontrar pantalla amoled en este rango de precio es una grata sorpresa lo demas es bastante normal en el rango
la verdad mi hijo esta super contento es un muy buen equipo la verdad supero mis expectativas anda perfecto y lo las lindo tiene una camara que salen fotos excelente
estoy a pocos dias de uso todo parece muy bien
una maquina funcionando bien hasta la actualidad lo tengo hacen 3 meses es un poco lento pero bueno lo compensa en otros detalles
para mi esta muy bueno
es mas lindo en la vida real anda super bien por lo que pague esperaba menos y la verdad me sorprendio
lo estoy probando
precio segun calidad
muy conforme con el producto
me resulto un poco complejo el pase de informacion desde el samsunga14 anteriormente habia cambiado del a3 al a14 y se hizo perfecto paso todo de una con claves y todo pero esta vez muchas cosas no pasaron y tu e que perder mucho tiempo pasando de a una aplicacion ademas no dura tanto la bateria sinceramente me arrepenti del cambio el a14 para mi era mejor a pesar de ser mas viejo
muy bueno el celular
no tira minecraft pago
por ahora esta resultando todo ok recien lo compramos veremos con el tiempo
me gusto el celular pero la no me gusto que a los 3 meses se descargaba un poco rapido la bateria
rinde bien para el dia a dia se puede jugar pero tampoco exigirle milagros
hasta ahora anda perfecto hace dos semanas lo tengo
lo malo q no viene el cargador
buena definiciom de pantallay almacenamiento de memoria
muy bueno con respecto al precio muy lindo el celular
esta bueno recomendable
todo correcto el telefono pero no trae cargador ratas
hoy abril del 2025 excelente relacion precio calidad memoria y velocidad
buenisimo fue para un regalo y super satisfecha
muy bueno y buena calidad
el producto muy bueno
muy lindo
lo compre para regalar se ve de buena calidad todavia tiene muy poco uso para poder decir algo mas pero confio en samsung porque uso esta marca tambien
muy lindo equipo lo unico malo es que no trae cargador
hermoso y espero que sea duradero
se lo compre para mi hija esta muy conforme
no lo compre para uso personal
buena calidad excelente producto
masomenos
excelente telefono
excelente el celu no le doy 5 estrella ya que desconozco el motivo porque no biene con el cargador tipo c
lo compre y no lei que venia sin cargador deberia traer en mi opinion lo demas todo bien
no le doy todas las estrellas porque lo acabo de comprar y hasta ahora no puedo decir es bueno o no
acorde precio calidad
es muy bueno pero tiene sus fayas
el celular perfecto
es un buen telefono para el precio lo unico malo es una pulgada menos que el a13 por enemplo
es un celu medio pelo para zafar funciona la bateria dura casi 2 dias es normal esteticamente hablando no trae cargador es un garron
como voy a saber si es duradero o cuanto dura la bateria si hace 2 horas que lo recibi
muy buen producto siendo gama media muy bien celular lastima q no viene con el cargador una verdadera lastima sumaria un par de puntos mas si sos exigente para juegos hay q comprar el de 8 gigas y 256 saludos totales
como esperaba de samsung un celular bastante bueno por su precio
bueno practico relacion precio calidad
recien llegado instalando
a tener en cuenta buen telefono lo unico malo del modelo es que no se prende la pantalla en notificaciones como whatsapp solo en llamadas y sms probe actualizando de todo y nada esperemos samsung lo solucione pronto
relacion precio calidad cumple la funcion
muy buena eelacion precio calidadme encanto la camara
un buen celular acorde al precio cumplio las expectativas
esta bien pero por el precio podria incluir el transformador del cargador ya que viene el usb con las dos fichas tipo c
es lo que esperaba
me gusta mucho muy conforme con el cel
piola solo que es como si te vendieran un pantalon sin bolsillo al no tener adaptador xd
muy buena relacion precio  calidad es muy util para el dia a dia el nfc fundamentealmente para quien se maneja en transporte publico para acreditar las cargas de la sube camara y capaciedad de almacenamiento excelente
regular
era lo que esperaba por el precio y gama esta perfecto
le pongo 4 estella por no tener cargador solo un cable con fichas ipc
muy lindo y delicado
precio calidad si no lo cargas con su cargador original la bateria se acaba un poco mas rapido la camara es muy buena para tomar fotos a una distancia no muy marga responde rapido no es un telefono que empieza a funcionar lento cuando tiene demasiados archivos apps etc
me gusto muchisimo gcias
recomendable es lo que esperaba
me parecio un exelente producto solamente no se entiende por que no trae cargador 
es buen producto lo unico para decir es que no trae cargador
funciona muy bien por el lado del manejo y la funcionalidad es lo normal para un samsung sin embargo esta muy claro que es un diseno hecho para ponerle un protector externo sus bordes rectos y sus tres lentes protuberantes son una invitacion a sufrir danos al menor golpe o raspon es inaceptable que los fabricantes de celulares ya no provean el cargador con el equipo el precio es absurdo una parte no despreciable de este tiene que ver con la veracidad del cuasi monopolio de mercado para nada libre
buen producto lo q esperaba
es bueno lo unico es que no trae el adaptador del cargador pero quitando eso es muy buen producto
por el momento bien no viene cargador
la verdad lo tengo hace una semana y funciona muy bien si lo queres por la camara este no es tu cel  la bateria dura un monton muy buena
hasta ahora muy bueno lo unico malo es que viene sin cargador
me gusto x su color celeste tornasolado con la funda transparente queda precioso y desbloqueo lateral con huella re practico y rapido de abrir muy buenas fotos velocidad instantanea super comodo en la mano y mucho mas detalles buenisimo
muy buen precio en un pago
es un aparato que funciona bien para lo basico e indispensable
lo unico malo es que no viene con cargador
calidad precio sin duda lastima que no trae cargador el resto muy bueno
lo recomiendo
muy bueno rapido hasta ahora todo bien
es muy pronto para hacer una evaluacion objetiva
basico cumple la funcion de un telefono de menor categoria no deja de ser bueno
por ahora todo bien
anda bien por ahora
lo que esperaba
el producto exelente relacion precio calidad excelente lo unico malo es que no trae el cabezal del cargador solo trajo el cable
me costo mucho el cambio de motorola a samsung tuve que comprar un cable para poder usar mi cargador
lindo barato  lindo para regalo
lo malo y no te dicen nada es que viene sin cargador
buen celular pero calienta demasiado cuando esta cargando
buen producto es lo esperado
el telefono se lo compro mi hermana esta muy bueno lo malo es que trae un cable con doble ficha c y no viene con la cuna para ese tipo de cable asi que tenes que comprar uno el celu anda muy bien y tiene buena camara
es un telefono comun comparado con otros es de mediana calidad pero es lo que podia comprar cumple con las especificaciones no esperaba mas funciona bien y en relacion al precio es lo mas economico que consegui en 1 pago bien en general recomendable
aprobado de acuerdo a lo que buscaba conforme el precio
muy lindo practico
no es tan bueno todos los dias hay que recetearlo porque se tilda y eso que no tengo nada no sirve es malo
mas de 300 mil y no trae cargador
buen diseno practico y lindo color aun no lo encendi asi que no se si funciona o no pero al menos por el precio podria haber traido un cargador la proxima me compro un acme
el celular muy bien funciona perfectamente
muy bueno  era lo que esperaba
parece bueno y hasta ahora me saca del apuro
me parecio hermoso lo unico malo q puedo decir es q le dura poco la bateria tengo q cargarlo tds los dias
muy bueno lastima q ya no viene con cargador
el producto muy bueno pero deberia incluir el cargador es una pena porque no se puede cargar hasta no salir a comprar uno
excelente equipo nunca compro samsung por el sistema que tiene y no me equivoque en eso ya que viene con muchas apps instaladas pero se las puede desinstalar para sorpresa mia anda muy bien fluido la bateria dura todo el dia y la camara en videos si bien es full hd graba muy lindo y el balance es excelente
bien
es hermoso
cumple expectativas
es genial el celulastima el detalle del cargador que solo trae el cable
me cuesta trabajo q funcione para acreditar el saldo en la sube
muy bueno 
se lo compro mi hija no tiene 3 hs de uso hasta ahora todo bien
hasta ahora funciona bien relacion preciocalidad esta muy bien lo recomiendo
el telefono muy bueno en si el unico problema que tuve fue que no me carga con la ficha c que viene
mi hija lo lleno de juegos muchas aplicaciones abiertas hasta ahora anda bien
esta bien relacion precio calidad no mas
no me agradan los colores de las fotos la bateria no dura mucho cargada tengo que recargar una vez al dia con un uso medianamente moderado del aparato
para completar lo bueno del equipo falta el cargador no hay excusa
el mejor de gama baja lastima que no es 5g pero tiene nfc un diseno espectacular y muy buena calidad lastima que no traiga cargador
lo compre para mi hija ella esta contenta con el producto
no me duro ni un mes me lo robaron
estoy probando despues te digo
esta bueno pero como lo cargo no viene el transformador
para un uso sencillo es muy practico y de facil lectura en su uso
es un hermoso telefono pero hay un problema no trajo el cargador ni siquiera el cable usb
siempre elegi gama samsung todos los que compre fueron por mercado libre este ultimo que compre es lindo pero tiene una falla en la pantalla se ve con menos color de un lado y el boton para accionar hacia atras a veces no funciona y tengo que reiniciarlo una lastima pero lo demas todo bien espero que con el tiempo no salga con otras fallas 
no lo probe todavia pero no trajo ningun accesorio solo el telefono nomas
se tilda mucho y solo baje un par de app basicas
por ser samsang es malo
a nanci
no trae cable usb ni cargador
no trae cargador
me hubiera gustado que traiga cargador
lindo el celular pero no sabia que no venia con cargador era un regalo para mi hermana
estaria bueno que traigan cargador
no es malopero vengo de un motorola y es muy superioreste es para personas que no tengan tantas actividades con el celuademas no tiene buena definicion apenas puedalo cambio
se tilda mucho
lo compre para reponer un motorola viejo que tenia la camara es un poco mejor pero es bastante lento yo le doy uso convencional llamadas whatsapp drive no responde muy rapido
me viven apareciendo anuncios en le telefonolos saco y no dura ni dos dias que vuelen aparecery aparece como que tiene un virus
no es lo que esperaba pero bueno por el precio no puedo pedir mas
me lo compre como celular de paso no lo recomiendo se tilda es lento las fotos malas pero por el precio no se puede pedir mucho excelente relacion preciocalidad no apto para exigentes
no estoy satisfecha con la compra recien comprado ya se tildaba mucho aclaro que no tengo muchas apps a veces se pone muy lento solo trae el cable para cargar por lo que hay q comprar el adaptador
defectuoso
nunca habia usado esta marca  por lo tanto me encuentro muy perdida
lo compre xq samsung siempre me parece precio calidad
tengo mis dudas si solo a mi me paso como que se traba aveces ni me lee la huella
lento muy lento la verdad
el celular muy buena calidad anda muy bien lastima que el cable que trajo para cargar no funciona
estoy probando escoba nueva barre bien 
no se era para mi hijo y se fue a brasil
viene sin cargador
buenas el pruducto asta el momento bien cargamos la compra para que llegue a domicilio ya que no tenia gasto pero lo terminaron mandando al correo argentino a 30 k de mi domicilio que no me informaron tampoco 
cumplio las expectativas
todo muy lindo pero no trae cargador
compre dos telefonos y en los dos falla la comunicacion se corta todo el tiempo supongo que no debe tener buena antena o no se que puede ser pero no funciona para llamadas lo demas todo ok para usarlo con whatsapp camara y redes sociales anda bien
no era lo q esperaba esteticamente es hermoso el equipo pero a la semana de comprarlo empezo andar mal
increible que no le pongan un cargador dentro de poco va a venir la caja sola
hasta ahora todo ok
no trae cargador viene solo con el cable usado
quisiera saber si es normal que solo lo pueda cargar cuando tiene 5 o menos de bateria si le pongo antes no carga gracias
precio calidad acorde lo recomiendo
buenoo pero no puede venir sin cargador dejen de robarnos  antes venian con cargador auriculares y cable usb muy capitalistas se volvieron
es de gama baja la camara es medio pelo pero safa para manterme comunicado con mi hija
la verdad no sorprende en nada la bateria no dura lo que dicen se tilda muy seguido me sorprende de sansung un celular que no recomiendo andar anda pero ahi la camara es malisima la verdad traten de estirarse un poco mas y compren algo de mas calidad 
hace dias q lo tengo x ahora zafa no es gran cosa pero por el precio estoy conforme solo que deberia traer cargador
buen equipo con prestaciones razonables a su capacidad de memoria muy recomendable
aceptable
bueno en precio y calidad
buenisimo lo unico que deberia traer adaptador para el usb
safa lo malo que no viene con cargador
el celular en si funciona bastante bien lo mejor la pantalla se ve nitido al ser amoled el desempeno no es demasiado fluido se queda corto los 4gb de ram por el precio creo que se paga eso por ser samsung nomas se consigue otras marcas con muy buenas prestaciones por menor precio aun y con todos los accesorios no volveria a comprar este samsung a15 esperaba algo mejor
se tilda aveces y la pantalla se pone rara
bastante bueno
es de baja calidad pero me sirve
le doy 3 estrellas por que no trae cargador y no me gusta gastar de mas por un producto que de fabrica tiene que tener cargador
bien pero con el precio me ubiese encantado que venga con su cargador completo pero bueno
como todo samsung calienta la bateria
safable lo tengo hace menos de 2 meses y como que cuando quiero tomar algo se maneja solo lo tengo que andar apagando a cada rato
