producto,metric,first_half_mean,second_half_mean,absolute_change,percent_change
Motorola G32,rating_mean,4.248992376992378,4.001833591965171,-0.24715878502720745,-5.8168799352414275
Motorola G32,votes_mean,11.0120693000693,0.15102931488801055,-10.86103998518129,-98.62851103845614
Motorola G32,length_mean,18.651941787941787,17.114337035704313,-1.537604752237474,-8.24367119369584
